,location,day,Person1,Person2,num_occurrences
3278,Katerina’s Café,2014-01-08,Gustav Cazar,Minke Mies,1
3279,Katerina’s Café,2014-01-08,Gustav Cazar,Stenig Fusil,1
3280,Katerina’s Café,2014-01-08,Hennie Osvaldo,Felix Balas,1
3281,Katerina’s Café,2014-01-08,Hennie Osvaldo,Gustav Cazar,1
3282,Katerina’s Café,2014-01-08,Hennie Osvaldo,Minke Mies,1
3283,Katerina’s Café,2014-01-08,Hennie Osvaldo,Stenig Fusil,1
3284,Katerina’s Café,2014-01-08,Hennie Osvaldo,Willem Vasco-Pais,1
3285,Katerina’s Café,2014-01-08,Kanon Herrero,Felix Balas,1
3286,Katerina’s Café,2014-01-08,Kanon Herrero,Stenig Fusil,1
3287,Katerina’s Café,2014-01-08,Kanon Herrero,Willem Vasco-Pais,1
3288,Katerina’s Café,2014-01-08,Lidelse Dedos,Ada Campo-Corrente,1
3289,Katerina’s Café,2014-01-08,Lidelse Dedos,Adra Nubarron,1
3290,Katerina’s Café,2014-01-08,Lidelse Dedos,Felix Balas,1
3291,Katerina’s Café,2014-01-08,Lidelse Dedos,Orhan Strum,1
3292,Katerina’s Café,2014-01-08,Lidelse Dedos,Stenig Fusil,1
3293,Katerina’s Café,2014-01-08,Minke Mies,Felix Balas,1
3294,Katerina’s Café,2014-01-08,Minke Mies,Gustav Cazar,1
3295,Katerina’s Café,2014-01-08,Minke Mies,Hennie Osvaldo,1
3296,Katerina’s Café,2014-01-08,Minke Mies,Stenig Fusil,1
3297,Katerina’s Café,2014-01-08,Orhan Strum,Ada Campo-Corrente,1
3298,Katerina’s Café,2014-01-08,Orhan Strum,Adra Nubarron,1
3299,Katerina’s Café,2014-01-08,Orhan Strum,Felix Balas,1
3300,Katerina’s Café,2014-01-08,Orhan Strum,Lidelse Dedos,1
3301,Katerina’s Café,2014-01-08,Orhan Strum,Stenig Fusil,1
3302,Katerina’s Café,2014-01-08,Stenig Fusil,Ada Campo-Corrente,1
3303,Katerina’s Café,2014-01-08,Stenig Fusil,Adra Nubarron,1
3304,Katerina’s Café,2014-01-08,Stenig Fusil,Felix Balas,2
3305,Katerina’s Café,2014-01-08,Stenig Fusil,Gustav Cazar,1
3306,Katerina’s Café,2014-01-08,Stenig Fusil,Hennie Osvaldo,1
3307,Katerina’s Café,2014-01-08,Stenig Fusil,Kanon Herrero,1
3308,Katerina’s Café,2014-01-08,Stenig Fusil,Lidelse Dedos,1
3309,Katerina’s Café,2014-01-08,Stenig Fusil,Minke Mies,1
3310,Katerina’s Café,2014-01-08,Stenig Fusil,Orhan Strum,1
3311,Katerina’s Café,2014-01-08,Stenig Fusil,Willem Vasco-Pais,1
3312,Katerina’s Café,2014-01-08,Willem Vasco-Pais,Felix Balas,1
3313,Katerina’s Café,2014-01-08,Willem Vasco-Pais,Hennie Osvaldo,1
3314,Katerina’s Café,2014-01-08,Willem Vasco-Pais,Kanon Herrero,1
3315,Katerina’s Café,2014-01-08,Willem Vasco-Pais,Stenig Fusil,1
3316,Katerina’s Café,2014-01-09,Adra Nubarron,Linnea Bergen,1
3317,Katerina’s Café,2014-01-09,Birgitta Frente,Elsa Orilla,1
3318,Katerina’s Café,2014-01-09,Birgitta Frente,Hennie Osvaldo,1
3319,Katerina’s Café,2014-01-09,Birgitta Frente,Isande Borrasca,1
3320,Katerina’s Café,2014-01-09,Birgitta Frente,Minke Mies,1
3321,Katerina’s Café,2014-01-09,Birgitta Frente,Nils Calixto,1
3322,Katerina’s Café,2014-01-09,Elsa Orilla,Birgitta Frente,1
3323,Katerina’s Café,2014-01-09,Elsa Orilla,Felix Balas,1
3324,Katerina’s Café,2014-01-09,Elsa Orilla,Hennie Osvaldo,1
3325,Katerina’s Café,2014-01-09,Elsa Orilla,Isande Borrasca,1
3326,Katerina’s Café,2014-01-09,Elsa Orilla,Isia Vann,1
3327,Katerina’s Café,2014-01-09,Elsa Orilla,Kanon Herrero,1
3328,Katerina’s Café,2014-01-09,Elsa Orilla,Minke Mies,1
3329,Katerina’s Café,2014-01-09,Elsa Orilla,Nils Calixto,1
3330,Katerina’s Café,2014-01-09,Felix Balas,Elsa Orilla,1
3331,Katerina’s Café,2014-01-09,Felix Balas,Isia Vann,1
3332,Katerina’s Café,2014-01-09,Felix Balas,Kanon Herrero,1
3333,Katerina’s Café,2014-01-09,Hennie Osvaldo,Birgitta Frente,1
3334,Katerina’s Café,2014-01-09,Hennie Osvaldo,Elsa Orilla,1
3335,Katerina’s Café,2014-01-09,Hennie Osvaldo,Isande Borrasca,1
3336,Katerina’s Café,2014-01-09,Hennie Osvaldo,Kanon Herrero,1
3337,Katerina’s Café,2014-01-09,Hennie Osvaldo,Minke Mies,1
3338,Katerina’s Café,2014-01-09,Hennie Osvaldo,Nils Calixto,1
3339,Katerina’s Café,2014-01-09,Isande Borrasca,Birgitta Frente,1
3340,Katerina’s Café,2014-01-09,Isande Borrasca,Elsa Orilla,1
3341,Katerina’s Café,2014-01-09,Isande Borrasca,Hennie Osvaldo,1
3342,Katerina’s Café,2014-01-09,Isande Borrasca,Isia Vann,1
3343,Katerina’s Café,2014-01-09,Isande Borrasca,Kanon Herrero,1
3344,Katerina’s Café,2014-01-09,Isande Borrasca,Minke Mies,1
3345,Katerina’s Café,2014-01-09,Isande Borrasca,Nils Calixto,1
3346,Katerina’s Café,2014-01-09,Isia Vann,Elsa Orilla,1
3347,Katerina’s Café,2014-01-09,Isia Vann,Felix Balas,1
3348,Katerina’s Café,2014-01-09,Isia Vann,Isande Borrasca,1
3349,Katerina’s Café,2014-01-09,Isia Vann,Kanon Herrero,1
3350,Katerina’s Café,2014-01-09,Isia Vann,Minke Mies,1
3351,Katerina’s Café,2014-01-09,Isia Vann,Nils Calixto,1
3352,Katerina’s Café,2014-01-09,Kanon Herrero,Elsa Orilla,1
3353,Katerina’s Café,2014-01-09,Kanon Herrero,Felix Balas,1
3354,Katerina’s Café,2014-01-09,Kanon Herrero,Hennie Osvaldo,1
3355,Katerina’s Café,2014-01-09,Kanon Herrero,Isande Borrasca,1
3356,Katerina’s Café,2014-01-09,Kanon Herrero,Isia Vann,1
3357,Katerina’s Café,2014-01-09,Kanon Herrero,Minke Mies,1
3358,Katerina’s Café,2014-01-09,Kanon Herrero,Nils Calixto,1
3359,Katerina’s Café,2014-01-09,Linnea Bergen,Adra Nubarron,1
3360,Katerina’s Café,2014-01-09,Linnea Bergen,Varja Lagos,1
3361,Katerina’s Café,2014-01-09,Minke Mies,Birgitta Frente,1
3362,Katerina’s Café,2014-01-09,Minke Mies,Elsa Orilla,1
3363,Katerina’s Café,2014-01-09,Minke Mies,Hennie Osvaldo,1
3364,Katerina’s Café,2014-01-09,Minke Mies,Isande Borrasca,1
3365,Katerina’s Café,2014-01-09,Minke Mies,Isia Vann,1
3366,Katerina’s Café,2014-01-09,Minke Mies,Kanon Herrero,1
3367,Katerina’s Café,2014-01-09,Minke Mies,Nils Calixto,1
3368,Katerina’s Café,2014-01-09,Nils Calixto,Birgitta Frente,1
3369,Katerina’s Café,2014-01-09,Nils Calixto,Elsa Orilla,1
3370,Katerina’s Café,2014-01-09,Nils Calixto,Hennie Osvaldo,1
3371,Katerina’s Café,2014-01-09,Nils Calixto,Isande Borrasca,1
3372,Katerina’s Café,2014-01-09,Nils Calixto,Isia Vann,1
3373,Katerina’s Café,2014-01-09,Nils Calixto,Kanon Herrero,1
3374,Katerina’s Café,2014-01-09,Nils Calixto,Minke Mies,1
3375,Katerina’s Café,2014-01-09,Varja Lagos,Linnea Bergen,1
3376,Katerina’s Café,2014-01-10,Birgitta Frente,Elsa Orilla,1
3377,Katerina’s Café,2014-01-10,Birgitta Frente,Hennie Osvaldo,1
3378,Katerina’s Café,2014-01-10,Birgitta Frente,Kanon Herrero,1
3379,Katerina’s Café,2014-01-10,Birgitta Frente,Willem Vasco-Pais,1
3380,Katerina’s Café,2014-01-10,Elsa Orilla,Birgitta Frente,1
3381,Katerina’s Café,2014-01-10,Elsa Orilla,Hennie Osvaldo,1
3382,Katerina’s Café,2014-01-10,Elsa Orilla,Kanon Herrero,1
3383,Katerina’s Café,2014-01-10,Elsa Orilla,Willem Vasco-Pais,1
3384,Katerina’s Café,2014-01-10,Hennie Osvaldo,Birgitta Frente,1
3385,Katerina’s Café,2014-01-10,Hennie Osvaldo,Elsa Orilla,1
3386,Katerina’s Café,2014-01-10,Hennie Osvaldo,Kanon Herrero,1
3387,Katerina’s Café,2014-01-10,Hennie Osvaldo,Willem Vasco-Pais,1
3388,Katerina’s Café,2014-01-10,Isia Vann,Lidelse Dedos,1
3389,Katerina’s Café,2014-01-10,Isia Vann,Orhan Strum,1
3390,Katerina’s Café,2014-01-10,Isia Vann,Stenig Fusil,1
3391,Katerina’s Café,2014-01-10,Kanon Herrero,Birgitta Frente,1
3392,Katerina’s Café,2014-01-10,Kanon Herrero,Elsa Orilla,1
3393,Katerina’s Café,2014-01-10,Kanon Herrero,Hennie Osvaldo,1
3394,Katerina’s Café,2014-01-10,Kanon Herrero,Willem Vasco-Pais,1
3395,Katerina’s Café,2014-01-10,Lidelse Dedos,Isia Vann,1
3396,Katerina’s Café,2014-01-10,Lidelse Dedos,Orhan Strum,1
3397,Katerina’s Café,2014-01-10,Lidelse Dedos,Stenig Fusil,1
3398,Katerina’s Café,2014-01-10,Orhan Strum,Isia Vann,1
3399,Katerina’s Café,2014-01-10,Orhan Strum,Lidelse Dedos,1
3400,Katerina’s Café,2014-01-10,Orhan Strum,Stenig Fusil,1
3401,Katerina’s Café,2014-01-10,Stenig Fusil,Isia Vann,1
3402,Katerina’s Café,2014-01-10,Stenig Fusil,Lidelse Dedos,1
3403,Katerina’s Café,2014-01-10,Stenig Fusil,Orhan Strum,1
3404,Katerina’s Café,2014-01-10,Willem Vasco-Pais,Birgitta Frente,1
3405,Katerina’s Café,2014-01-10,Willem Vasco-Pais,Elsa Orilla,1
3406,Katerina’s Café,2014-01-10,Willem Vasco-Pais,Hennie Osvaldo,1
3407,Katerina’s Café,2014-01-10,Willem Vasco-Pais,Kanon Herrero,1
3408,Katerina’s Café,2014-01-11,Edvard Vann,Elsa Orilla,1
3409,Katerina’s Café,2014-01-11,Edvard Vann,Felix Balas,1
3410,Katerina’s Café,2014-01-11,Edvard Vann,Isande Borrasca,1
3411,Katerina’s Café,2014-01-11,Edvard Vann,Isia Vann,1
3412,Katerina’s Café,2014-01-11,Edvard Vann,Kare Orilla,1
3413,Katerina’s Café,2014-01-11,Edvard Vann,Minke Mies,1
3414,Katerina’s Café,2014-01-11,Edvard Vann,Stenig Fusil,1
3415,Katerina’s Café,2014-01-11,Edvard Vann,Willem Vasco-Pais,1
3416,Katerina’s Café,2014-01-11,Elsa Orilla,Edvard Vann,1
3417,Katerina’s Café,2014-01-11,Elsa Orilla,Felix Balas,1
3418,Katerina’s Café,2014-01-11,Elsa Orilla,Gustav Cazar,1
3419,Katerina’s Café,2014-01-11,Elsa Orilla,Isande Borrasca,1
3420,Katerina’s Café,2014-01-11,Elsa Orilla,Isia Vann,1
3421,Katerina’s Café,2014-01-11,Elsa Orilla,Minke Mies,1
3422,Katerina’s Café,2014-01-11,Elsa Orilla,Stenig Fusil,1
3423,Katerina’s Café,2014-01-11,Elsa Orilla,Willem Vasco-Pais,1
3424,Katerina’s Café,2014-01-11,Felix Balas,Edvard Vann,1
3425,Katerina’s Café,2014-01-11,Felix Balas,Elsa Orilla,1
3426,Katerina’s Café,2014-01-11,Felix Balas,Gustav Cazar,1
3427,Katerina’s Café,2014-01-11,Felix Balas,Isande Borrasca,1
3428,Katerina’s Café,2014-01-11,Felix Balas,Isia Vann,1
3429,Katerina’s Café,2014-01-11,Felix Balas,Kare Orilla,1
3430,Katerina’s Café,2014-01-11,Felix Balas,Minke Mies,1
3431,Katerina’s Café,2014-01-11,Felix Balas,Stenig Fusil,1
3432,Katerina’s Café,2014-01-11,Felix Balas,Willem Vasco-Pais,1
3433,Katerina’s Café,2014-01-11,Felix Resumir,Isia Vann,1
3434,Katerina’s Café,2014-01-11,Felix Resumir,Lucas Alcazar,1
3435,Katerina’s Café,2014-01-11,Felix Resumir,Orhan Strum,1
3436,Katerina’s Café,2014-01-11,Felix Resumir,Stenig Fusil,1
3437,Katerina’s Café,2014-01-11,Gustav Cazar,Elsa Orilla,1
3438,Katerina’s Café,2014-01-11,Gustav Cazar,Felix Balas,1
3439,Katerina’s Café,2014-01-11,Gustav Cazar,Isia Vann,1
3440,Katerina’s Café,2014-01-11,Gustav Cazar,Minke Mies,1
3441,Katerina’s Café,2014-01-11,Gustav Cazar,Willem Vasco-Pais,1
3442,Katerina’s Café,2014-01-11,Isande Borrasca,Edvard Vann,1
3443,Katerina’s Café,2014-01-11,Isande Borrasca,Elsa Orilla,1
3444,Katerina’s Café,2014-01-11,Isande Borrasca,Felix Balas,1
3445,Katerina’s Café,2014-01-11,Isande Borrasca,Isia Vann,1
3446,Katerina’s Café,2014-01-11,Isande Borrasca,Kare Orilla,1
3447,Katerina’s Café,2014-01-11,Isande Borrasca,Minke Mies,1
3448,Katerina’s Café,2014-01-11,Isande Borrasca,Stenig Fusil,1
3449,Katerina’s Café,2014-01-11,Isande Borrasca,Willem Vasco-Pais,1
3450,Katerina’s Café,2014-01-11,Isia Vann,Edvard Vann,1
3451,Katerina’s Café,2014-01-11,Isia Vann,Elsa Orilla,1
3452,Katerina’s Café,2014-01-11,Isia Vann,Felix Balas,1
3453,Katerina’s Café,2014-01-11,Isia Vann,Felix Resumir,1
3454,Katerina’s Café,2014-01-11,Isia Vann,Gustav Cazar,1
3455,Katerina’s Café,2014-01-11,Isia Vann,Isande Borrasca,1
3456,Katerina’s Café,2014-01-11,Isia Vann,Lucas Alcazar,1
3457,Katerina’s Café,2014-01-11,Isia Vann,Minke Mies,1
3458,Katerina’s Café,2014-01-11,Isia Vann,Orhan Strum,1
3459,Katerina’s Café,2014-01-11,Isia Vann,Stenig Fusil,2
3460,Katerina’s Café,2014-01-11,Isia Vann,Willem Vasco-Pais,1
3461,Katerina’s Café,2014-01-11,Kare Orilla,Edvard Vann,1
3462,Katerina’s Café,2014-01-11,Kare Orilla,Felix Balas,1
3463,Katerina’s Café,2014-01-11,Kare Orilla,Isande Borrasca,1
3464,Katerina’s Café,2014-01-11,Kare Orilla,Minke Mies,1
3465,Katerina’s Café,2014-01-11,Kare Orilla,Stenig Fusil,1
3466,Katerina’s Café,2014-01-11,Kare Orilla,Willem Vasco-Pais,1
3467,Katerina’s Café,2014-01-11,Lucas Alcazar,Felix Resumir,1
3468,Katerina’s Café,2014-01-11,Lucas Alcazar,Isia Vann,1
3469,Katerina’s Café,2014-01-11,Lucas Alcazar,Orhan Strum,1
3470,Katerina’s Café,2014-01-11,Lucas Alcazar,Stenig Fusil,1
3471,Katerina’s Café,2014-01-11,Minke Mies,Edvard Vann,1
3472,Katerina’s Café,2014-01-11,Minke Mies,Elsa Orilla,1
3473,Katerina’s Café,2014-01-11,Minke Mies,Felix Balas,1
3474,Katerina’s Café,2014-01-11,Minke Mies,Gustav Cazar,1
3475,Katerina’s Café,2014-01-11,Minke Mies,Isande Borrasca,1
3476,Katerina’s Café,2014-01-11,Minke Mies,Isia Vann,1
3477,Katerina’s Café,2014-01-11,Minke Mies,Kare Orilla,1
3478,Katerina’s Café,2014-01-11,Minke Mies,Stenig Fusil,1
3479,Katerina’s Café,2014-01-11,Minke Mies,Willem Vasco-Pais,1
3480,Katerina’s Café,2014-01-11,Orhan Strum,Felix Resumir,1
3481,Katerina’s Café,2014-01-11,Orhan Strum,Isia Vann,1
3482,Katerina’s Café,2014-01-11,Orhan Strum,Lucas Alcazar,1
3483,Katerina’s Café,2014-01-11,Orhan Strum,Stenig Fusil,1
3484,Katerina’s Café,2014-01-11,Stenig Fusil,Edvard Vann,1
3485,Katerina’s Café,2014-01-11,Stenig Fusil,Elsa Orilla,1
3486,Katerina’s Café,2014-01-11,Stenig Fusil,Felix Balas,1
3487,Katerina’s Café,2014-01-11,Stenig Fusil,Felix Resumir,1
3488,Katerina’s Café,2014-01-11,Stenig Fusil,Isande Borrasca,1
3489,Katerina’s Café,2014-01-11,Stenig Fusil,Isia Vann,2
3490,Katerina’s Café,2014-01-11,Stenig Fusil,Kare Orilla,1
3491,Katerina’s Café,2014-01-11,Stenig Fusil,Lucas Alcazar,1
3492,Katerina’s Café,2014-01-11,Stenig Fusil,Minke Mies,1
3493,Katerina’s Café,2014-01-11,Stenig Fusil,Orhan Strum,1
3494,Katerina’s Café,2014-01-11,Stenig Fusil,Willem Vasco-Pais,1
3495,Katerina’s Café,2014-01-11,Willem Vasco-Pais,Edvard Vann,1
3496,Katerina’s Café,2014-01-11,Willem Vasco-Pais,Elsa Orilla,1
3497,Katerina’s Café,2014-01-11,Willem Vasco-Pais,Felix Balas,1
3498,Katerina’s Café,2014-01-11,Willem Vasco-Pais,Gustav Cazar,1
3499,Katerina’s Café,2014-01-11,Willem Vasco-Pais,Isande Borrasca,1
3500,Katerina’s Café,2014-01-11,Willem Vasco-Pais,Isia Vann,1
3501,Katerina’s Café,2014-01-11,Willem Vasco-Pais,Kare Orilla,1
3502,Katerina’s Café,2014-01-11,Willem Vasco-Pais,Minke Mies,1
3503,Katerina’s Café,2014-01-11,Willem Vasco-Pais,Stenig Fusil,1
3504,Katerina’s Café,2014-01-12,Bertrand Ovan,Birgitta Frente,1
3505,Katerina’s Café,2014-01-12,Bertrand Ovan,Elsa Orilla,1
3506,Katerina’s Café,2014-01-12,Bertrand Ovan,Gustav Cazar,1
3507,Katerina’s Café,2014-01-12,Bertrand Ovan,Kanon Herrero,1
3508,Katerina’s Café,2014-01-12,Bertrand Ovan,Minke Mies,1
3509,Katerina’s Café,2014-01-12,Bertrand Ovan,Nils Calixto,1
3510,Katerina’s Café,2014-01-12,Bertrand Ovan,Stenig Fusil,1
3511,Katerina’s Café,2014-01-12,Bertrand Ovan,Varja Lagos,1
3512,Katerina’s Café,2014-01-12,Bertrand Ovan,Willem Vasco-Pais,1
3513,Katerina’s Café,2014-01-12,Birgitta Frente,Bertrand Ovan,1
3514,Katerina’s Café,2014-01-12,Birgitta Frente,Elsa Orilla,1
3515,Katerina’s Café,2014-01-12,Birgitta Frente,Gustav Cazar,1
3516,Katerina’s Café,2014-01-12,Birgitta Frente,Kanon Herrero,1
3517,Katerina’s Café,2014-01-12,Birgitta Frente,Minke Mies,1
3518,Katerina’s Café,2014-01-12,Birgitta Frente,Nils Calixto,1
3519,Katerina’s Café,2014-01-12,Birgitta Frente,Stenig Fusil,1
3520,Katerina’s Café,2014-01-12,Birgitta Frente,Varja Lagos,1
3521,Katerina’s Café,2014-01-12,Birgitta Frente,Willem Vasco-Pais,1
3522,Katerina’s Café,2014-01-12,Elsa Orilla,Bertrand Ovan,1
3523,Katerina’s Café,2014-01-12,Elsa Orilla,Birgitta Frente,1
3524,Katerina’s Café,2014-01-12,Elsa Orilla,Gustav Cazar,1
3525,Katerina’s Café,2014-01-12,Elsa Orilla,Kanon Herrero,1
3526,Katerina’s Café,2014-01-12,Elsa Orilla,Minke Mies,1
3527,Katerina’s Café,2014-01-12,Elsa Orilla,Nils Calixto,1
3528,Katerina’s Café,2014-01-12,Elsa Orilla,Stenig Fusil,1
3529,Katerina’s Café,2014-01-12,Elsa Orilla,Varja Lagos,1
3530,Katerina’s Café,2014-01-12,Elsa Orilla,Willem Vasco-Pais,1
3531,Katerina’s Café,2014-01-12,Gustav Cazar,Bertrand Ovan,1
3532,Katerina’s Café,2014-01-12,Gustav Cazar,Birgitta Frente,1
3533,Katerina’s Café,2014-01-12,Gustav Cazar,Elsa Orilla,1
3534,Katerina’s Café,2014-01-12,Gustav Cazar,Minke Mies,1
3535,Katerina’s Café,2014-01-12,Gustav Cazar,Stenig Fusil,1
3536,Katerina’s Café,2014-01-12,Gustav Cazar,Willem Vasco-Pais,1
3537,Katerina’s Café,2014-01-12,Kanon Herrero,Bertrand Ovan,1
3538,Katerina’s Café,2014-01-12,Kanon Herrero,Birgitta Frente,1
3539,Katerina’s Café,2014-01-12,Kanon Herrero,Elsa Orilla,1
3540,Katerina’s Café,2014-01-12,Kanon Herrero,Minke Mies,1
3541,Katerina’s Café,2014-01-12,Kanon Herrero,Nils Calixto,1
3542,Katerina’s Café,2014-01-12,Kanon Herrero,Stenig Fusil,1
3543,Katerina’s Café,2014-01-12,Kanon Herrero,Varja Lagos,1
3544,Katerina’s Café,2014-01-12,Kanon Herrero,Willem Vasco-Pais,1
3545,Katerina’s Café,2014-01-12,Minke Mies,Bertrand Ovan,1
3546,Katerina’s Café,2014-01-12,Minke Mies,Birgitta Frente,1
3547,Katerina’s Café,2014-01-12,Minke Mies,Elsa Orilla,1
3548,Katerina’s Café,2014-01-12,Minke Mies,Gustav Cazar,1
3549,Katerina’s Café,2014-01-12,Minke Mies,Kanon Herrero,1
3550,Katerina’s Café,2014-01-12,Minke Mies,Nils Calixto,1
3551,Katerina’s Café,2014-01-12,Minke Mies,Stenig Fusil,1
3552,Katerina’s Café,2014-01-12,Minke Mies,Willem Vasco-Pais,1
3553,Katerina’s Café,2014-01-12,Nils Calixto,Bertrand Ovan,1
3554,Katerina’s Café,2014-01-12,Nils Calixto,Birgitta Frente,1
3555,Katerina’s Café,2014-01-12,Nils Calixto,Elsa Orilla,1
3556,Katerina’s Café,2014-01-12,Nils Calixto,Kanon Herrero,1
3557,Katerina’s Café,2014-01-12,Nils Calixto,Minke Mies,1
3558,Katerina’s Café,2014-01-12,Nils Calixto,Stenig Fusil,1
3559,Katerina’s Café,2014-01-12,Nils Calixto,Varja Lagos,1
3560,Katerina’s Café,2014-01-12,Nils Calixto,Willem Vasco-Pais,1
3561,Katerina’s Café,2014-01-12,Stenig Fusil,Bertrand Ovan,1
3562,Katerina’s Café,2014-01-12,Stenig Fusil,Birgitta Frente,1
3563,Katerina’s Café,2014-01-12,Stenig Fusil,Elsa Orilla,1
3564,Katerina’s Café,2014-01-12,Stenig Fusil,Gustav Cazar,1
3565,Katerina’s Café,2014-01-12,Stenig Fusil,Kanon Herrero,1
3566,Katerina’s Café,2014-01-12,Stenig Fusil,Minke Mies,1
3567,Katerina’s Café,2014-01-12,Stenig Fusil,Nils Calixto,1
3568,Katerina’s Café,2014-01-12,Stenig Fusil,Varja Lagos,1
3569,Katerina’s Café,2014-01-12,Stenig Fusil,Willem Vasco-Pais,1
3570,Katerina’s Café,2014-01-12,Varja Lagos,Bertrand Ovan,1
3571,Katerina’s Café,2014-01-12,Varja Lagos,Birgitta Frente,1
3572,Katerina’s Café,2014-01-12,Varja Lagos,Elsa Orilla,1
3573,Katerina’s Café,2014-01-12,Varja Lagos,Kanon Herrero,1
3574,Katerina’s Café,2014-01-12,Varja Lagos,Nils Calixto,1
3575,Katerina’s Café,2014-01-12,Varja Lagos,Stenig Fusil,1
3576,Katerina’s Café,2014-01-12,Varja Lagos,Willem Vasco-Pais,1
3577,Katerina’s Café,2014-01-12,Willem Vasco-Pais,Bertrand Ovan,1
3578,Katerina’s Café,2014-01-12,Willem Vasco-Pais,Birgitta Frente,1
3579,Katerina’s Café,2014-01-12,Willem Vasco-Pais,Elsa Orilla,1
3580,Katerina’s Café,2014-01-12,Willem Vasco-Pais,Gustav Cazar,1
3581,Katerina’s Café,2014-01-12,Willem Vasco-Pais,Kanon Herrero,1
3582,Katerina’s Café,2014-01-12,Willem Vasco-Pais,Minke Mies,1
3583,Katerina’s Café,2014-01-12,Willem Vasco-Pais,Nils Calixto,1
3584,Katerina’s Café,2014-01-12,Willem Vasco-Pais,Stenig Fusil,1
3585,Katerina’s Café,2014-01-12,Willem Vasco-Pais,Varja Lagos,1
3586,Katerina’s Café,2014-01-13,Ada Campo-Corrente,Bertrand Ovan,1
3587,Katerina’s Café,2014-01-13,Ada Campo-Corrente,Elsa Orilla,1
3588,Katerina’s Café,2014-01-13,Ada Campo-Corrente,Gustav Cazar,1
3589,Katerina’s Café,2014-01-13,Ada Campo-Corrente,Isia Vann,1
3590,Katerina’s Café,2014-01-13,Ada Campo-Corrente,Nils Calixto,1
3591,Katerina’s Café,2014-01-13,Bertrand Ovan,Ada Campo-Corrente,1
3592,Katerina’s Café,2014-01-13,Bertrand Ovan,Elsa Orilla,1
3593,Katerina’s Café,2014-01-13,Bertrand Ovan,Felix Balas,1
3594,Katerina’s Café,2014-01-13,Bertrand Ovan,Gustav Cazar,1
3595,Katerina’s Café,2014-01-13,Bertrand Ovan,Isande Borrasca,1
3596,Katerina’s Café,2014-01-13,Bertrand Ovan,Isia Vann,1
3597,Katerina’s Café,2014-01-13,Bertrand Ovan,Kanon Herrero,1
3598,Katerina’s Café,2014-01-13,Bertrand Ovan,Nils Calixto,1
3599,Katerina’s Café,2014-01-13,Bertrand Ovan,Stenig Fusil,1
3600,Katerina’s Café,2014-01-13,Bertrand Ovan,Varja Lagos,1
3601,Katerina’s Café,2014-01-13,Elsa Orilla,Ada Campo-Corrente,1
3602,Katerina’s Café,2014-01-13,Elsa Orilla,Bertrand Ovan,1
3603,Katerina’s Café,2014-01-13,Elsa Orilla,Felix Balas,1
3604,Katerina’s Café,2014-01-13,Elsa Orilla,Gustav Cazar,2
3605,Katerina’s Café,2014-01-13,Elsa Orilla,Isia Vann,1
3606,Katerina’s Café,2014-01-13,Elsa Orilla,Kanon Herrero,1
3607,Katerina’s Café,2014-01-13,Elsa Orilla,Nils Calixto,1
3608,Katerina’s Café,2014-01-13,Elsa Orilla,Stenig Fusil,1
3609,Katerina’s Café,2014-01-13,Elsa Orilla,Varja Lagos,1
3610,Katerina’s Café,2014-01-13,Felix Balas,Bertrand Ovan,1
3611,Katerina’s Café,2014-01-13,Felix Balas,Elsa Orilla,1
3612,Katerina’s Café,2014-01-13,Felix Balas,Gustav Cazar,1
3613,Katerina’s Café,2014-01-13,Felix Balas,Isande Borrasca,1
3614,Katerina’s Café,2014-01-13,Felix Balas,Kanon Herrero,1
3615,Katerina’s Café,2014-01-13,Felix Balas,Stenig Fusil,1
3616,Katerina’s Café,2014-01-13,Felix Balas,Varja Lagos,1
3617,Katerina’s Café,2014-01-13,Gustav Cazar,Ada Campo-Corrente,1
3618,Katerina’s Café,2014-01-13,Gustav Cazar,Bertrand Ovan,1
3619,Katerina’s Café,2014-01-13,Gustav Cazar,Elsa Orilla,2
3620,Katerina’s Café,2014-01-13,Gustav Cazar,Felix Balas,1
3621,Katerina’s Café,2014-01-13,Gustav Cazar,Isia Vann,1
3622,Katerina’s Café,2014-01-13,Gustav Cazar,Kanon Herrero,1
3623,Katerina’s Café,2014-01-13,Gustav Cazar,Nils Calixto,1
3624,Katerina’s Café,2014-01-13,Gustav Cazar,Stenig Fusil,1
3625,Katerina’s Café,2014-01-13,Gustav Cazar,Varja Lagos,1
3626,Katerina’s Café,2014-01-13,Isande Borrasca,Bertrand Ovan,1
3627,Katerina’s Café,2014-01-13,Isande Borrasca,Felix Balas,1
3628,Katerina’s Café,2014-01-13,Isande Borrasca,Kanon Herrero,1
3629,Katerina’s Café,2014-01-13,Isande Borrasca,Stenig Fusil,1
3630,Katerina’s Café,2014-01-13,Isande Borrasca,Varja Lagos,1
3631,Katerina’s Café,2014-01-13,Isia Vann,Ada Campo-Corrente,1
3632,Katerina’s Café,2014-01-13,Isia Vann,Bertrand Ovan,1
3633,Katerina’s Café,2014-01-13,Isia Vann,Elsa Orilla,1
3634,Katerina’s Café,2014-01-13,Isia Vann,Gustav Cazar,1
3635,Katerina’s Café,2014-01-13,Isia Vann,Nils Calixto,1
3636,Katerina’s Café,2014-01-13,Kanon Herrero,Bertrand Ovan,1
3637,Katerina’s Café,2014-01-13,Kanon Herrero,Elsa Orilla,1
3638,Katerina’s Café,2014-01-13,Kanon Herrero,Felix Balas,1
